Machine ID,Machine,Time,Parameter,Value,Failure Status
4815,Backhoe_Loader,11:51.6,Engine Temperature,143.75259364350615,0
7068,Backhoe_Loader,00:51.6,Engine Temperature,84.54493103623804,0
7172,Backhoe_Loader,34:51.6,Engine Temperature,-69.31171019,0
9604,Backhoe_Loader,29:51.6,Engine Temperature,85.79619114960279,0
6650,Backhoe_Loader,24:51.6,Engine Temperature,-15.47463915,0
1311,Backhoe_Loader,17:51.6,Engine Temperature,-135.5122656,0
8492,Backhoe_Loader,00:51.6,Engine Temperature,161.61178120051997,0
7535,Backhoe_Loader,44:51.6,Engine Temperature,-74.15431584,0
8595,Backhoe_Loader,43:51.6,Engine Temperature,-63.54950389,0
4270,Backhoe_Loader,21:51.6,Engine Temperature,-69.82912319,0
5009,Backhoe_Loader,11:51.6,Engine Temperature,-200.3636372,0
5115,Backhoe_Loader,01:51.6,Engine Temperature,-9.758660955,0
8666,Backhoe_Loader,00:51.6,Engine Temperature,-50.14769359,0
8381,Backhoe_Loader,48:51.6,Engine Temperature,-58.59209737,0
1915,Backhoe_Loader,11:51.6,Engine Temperature,-143.9130539,0
9139,Backhoe_Loader,57:51.6,Engine Temperature,76.59038090355372,0
1937,Backhoe_Loader,46:51.6,Engine Temperature,26.122281784505063,0
9219,Backhoe_Loader,15:51.6,Engine Temperature,-83.95513038,0
3030,Backhoe_Loader,53:51.6,Engine Temperature,-53.57238775,0
6201,Backhoe_Loader,48:51.6,Engine Temperature,80.18952743161893,0
4934,Backhoe_Loader,08:51.6,Engine Temperature,280.01557493890317,0
8782,Backhoe_Loader,51:51.6,Engine Temperature,-64.73929438,0
4514,Backhoe_Loader,46:51.6,Engine Temperature,203.75022977831412,0
4597,Backhoe_Loader,45:51.6,Engine Temperature,-75.66668976,0
8578,Backhoe_Loader,15:51.6,Engine Temperature,42.89219218530583,0
8345,Backhoe_Loader,06:51.6,Engine Temperature,81.88510969288221,0
8688,Backhoe_Loader,47:51.6,Engine Temperature,198.51115010794013,0
4992,Backhoe_Loader,29:51.6,Engine Temperature,88.53026641146646,0
4363,Backhoe_Loader,13:51.6,Engine Temperature,-187.7265053,0
7610,Backhoe_Loader,06:51.6,Engine Temperature,130.72424300864714,0
2188,Backhoe_Loader,50:51.6,Engine Temperature,-23.70069988,0
1720,Backhoe_Loader,41:51.6,Engine Temperature,47.86749799519348,0
6236,Backhoe_Loader,54:51.6,Engine Temperature,-100.6236231,0
2432,Backhoe_Loader,01:51.6,Engine Temperature,-39.52038976,0
7238,Backhoe_Loader,31:51.6,Engine Temperature,-168.8442167,0
5344,Backhoe_Loader,25:51.6,Engine Temperature,-203.1636322,0
7380,Backhoe_Loader,02:51.6,Engine Temperature,-41.34880186,0
2707,Backhoe_Loader,38:51.6,Engine Temperature,170.8880481,0
7280,Backhoe_Loader,33:51.6,Engine Temperature,134.01143891201858,0
8245,Backhoe_Loader,16:51.6,Engine Temperature,-60.96847175,0
9112,Backhoe_Loader,05:51.6,Engine Temperature,69.54260470934915,0
4127,Backhoe_Loader,58:51.6,Engine Temperature,19.946539105128647,0
9444,Backhoe_Loader,39:51.6,Engine Temperature,29.59836648566701,0
7268,Backhoe_Loader,30:51.6,Engine Temperature,-118.1698742,0
1517,Backhoe_Loader,22:51.6,Engine Temperature,-27.7570682,0
3937,Backhoe_Loader,46:51.6,Engine Temperature,-239.2950679,0
8794,Backhoe_Loader,09:51.6,Engine Temperature,-108.1835062,0
3005,Backhoe_Loader,01:51.6,Engine Temperature,306.8008674653922,0
5887,Backhoe_Loader,34:51.6,Engine Temperature,42.11796670762418,0
7573,Backhoe_Loader,27:51.6,Engine Temperature,36.06598895210157,0
9491,Backhoe_Loader,49:51.6,Engine Temperature,-65.25376297,0
3110,Backhoe_Loader,39:51.6,Engine Temperature,-16.97734865,0
6154,Backhoe_Loader,32:51.6,Engine Temperature,16.92017308421181,0
1290,Backhoe_Loader,16:51.6,Engine Temperature,-205.6164197,0
5840,Backhoe_Loader,02:51.6,Engine Temperature,-102.0685106,0
9475,Backhoe_Loader,17:51.6,Engine Temperature,73.43942738481311,0
3867,Backhoe_Loader,16:51.6,Engine Temperature,-69.96672351,0
5041,Backhoe_Loader,02:51.6,Engine Temperature,-136.3279124,0
3792,Backhoe_Loader,58:51.6,Engine Temperature,21.530682790813625,0
2689,Backhoe_Loader,57:51.6,Engine Temperature,-38.9185632,0
6632,Backhoe_Loader,33:51.6,Engine Temperature,45.15236409267934,0
7248,Backhoe_Loader,29:51.6,Engine Temperature,10.364166820982568,0
9975,Backhoe_Loader,56:51.6,Engine Temperature,169.08657557885536,0
6021,Backhoe_Loader,32:51.6,Engine Temperature,108.32884172765898,0
3535,Backhoe_Loader,56:51.6,Engine Temperature,-57.82896227,0
5314,Backhoe_Loader,33:51.6,Engine Temperature,59.36411978921048,0
5293,Backhoe_Loader,52:51.6,Engine Temperature,-7.293895823,0
8025,Backhoe_Loader,48:51.6,Engine Temperature,-56.45180557,0
4407,Backhoe_Loader,44:51.6,Engine Temperature,138.9684389195885,0
9592,Backhoe_Loader,30:51.6,Engine Temperature,-101.5971867,0
3214,Backhoe_Loader,25:51.6,Engine Temperature,114.08901160145804,0
8474,Backhoe_Loader,17:51.6,Engine Temperature,-85.63197505,0
4163,Backhoe_Loader,05:51.6,Engine Temperature,84.73881341489748,0
5151,Backhoe_Loader,49:51.6,Engine Temperature,145.5651021597294,0
4328,Backhoe_Loader,32:51.6,Engine Temperature,-65.21085699,0
1443,Backhoe_Loader,50:51.6,Engine Temperature,105.50191285942094,0
1464,Backhoe_Loader,35:51.6,Engine Temperature,11.907714392681134,0
6099,Backhoe_Loader,24:51.6,Engine Temperature,136.79810274461178,0
7659,Backhoe_Loader,08:51.6,Engine Temperature,-1.253201435,0
1262,Backhoe_Loader,56:51.6,Engine Temperature,134.9906405,0
7094,Backhoe_Loader,54:51.6,Engine Temperature,-60.97521856,0
2806,Backhoe_Loader,40:51.6,Engine Temperature,64.02663461529967,0
9415,Backhoe_Loader,26:51.6,Engine Temperature,-70.7662539,0
9412,Backhoe_Loader,24:51.6,Engine Temperature,21.06825852,0
6989,Backhoe_Loader,18:51.6,Engine Temperature,128.78053191477707,0
9768,Backhoe_Loader,52:51.6,Engine Temperature,-13.62079337,0
6930,Backhoe_Loader,49:51.6,Engine Temperature,77.76481132830942,0
9336,Backhoe_Loader,29:51.6,Engine Temperature,32.32875335232956,0
1826,Backhoe_Loader,24:51.6,Engine Temperature,49.16784026242262,0
6279,Backhoe_Loader,06:51.6,Engine Temperature,226.98106394084286,0
7232,Backhoe_Loader,34:51.6,Engine Temperature,23.10672150605208,0
3955,Backhoe_Loader,27:51.6,Engine Temperature,-50.97494486,0
9800,Backhoe_Loader,11:51.6,Engine Temperature,-112.9960744,0
4398,Backhoe_Loader,06:51.6,Engine Temperature,-139.3951463,0
5856,Backhoe_Loader,51:51.6,Engine Temperature,-13.53300225,0
6890,Backhoe_Loader,47:51.6,Engine Temperature,-40.21663915,0
5393,Backhoe_Loader,45:51.6,Engine Temperature,1.9459816540484398,0
3704,Backhoe_Loader,40:51.6,Engine Temperature,153.15838195499967,0
5968,Backhoe_Loader,24:51.6,Engine Temperature,45.07404301204815,0
6731,Backhoe_Loader,57:51.6,Engine Temperature,-203.8475391,0
8780,Backhoe_Loader,54:51.6,Engine Temperature,161.00421035407538,0
9751,Backhoe_Loader,49:51.6,Engine Temperature,7.9816022577072765,0
9525,Backhoe_Loader,43:51.6,Engine Temperature,-271.6413639,0
2492,Backhoe_Loader,37:51.6,Engine Temperature,-230.8516855,0
6742,Backhoe_Loader,35:51.6,Engine Temperature,-95.95616477,0
2951,Backhoe_Loader,53:51.6,Engine Temperature,44.81156403973697,0
4637,Backhoe_Loader,34:51.6,Engine Temperature,74.44315267903163,0
8493,Backhoe_Loader,19:51.6,Engine Temperature,90.37204198204111,0
6663,Backhoe_Loader,58:51.6,Engine Temperature,-141.7766773,0
8115,Backhoe_Loader,57:51.6,Engine Temperature,-55.42207269,0
3364,Backhoe_Loader,44:51.6,Engine Temperature,133.08070403102863,0
8134,Backhoe_Loader,32:51.6,Engine Temperature,-1.36104555,0
9836,Backhoe_Loader,25:51.6,Engine Temperature,64.75612284234934,0
7167,Backhoe_Loader,55:51.6,Engine Temperature,-29.94057512,0
9432,Backhoe_Loader,40:51.6,Engine Temperature,46.448634766107936,0
1021,Backhoe_Loader,36:51.6,Engine Temperature,-31.75102962,0
5334,Backhoe_Loader,34:51.6,Engine Temperature,89.23711497003302,0
8711,Backhoe_Loader,30:51.6,Engine Temperature,22.176318445734392,0
7050,Backhoe_Loader,10:51.6,Engine Temperature,-131.2201781,0
2374,Backhoe_Loader,56:51.6,Engine Temperature,120.71303980764023,0
9691,Backhoe_Loader,55:51.6,Engine Temperature,30.080415188011163,0
9483,Backhoe_Loader,41:51.6,Engine Temperature,-1.875547868,0
4589,Backhoe_Loader,33:51.6,Engine Temperature,-90.76410638,0
1892,Backhoe_Loader,25:51.6,Engine Temperature,198.72139949524882,0
9944,Backhoe_Loader,21:51.6,Engine Temperature,25.539081025722744,0
8504,Backhoe_Loader,06:51.6,Engine Temperature,-71.72685761,0
5677,Backhoe_Loader,03:51.6,Engine Temperature,2.9579207989857803,0
5182,Backhoe_Loader,01:51.6,Engine Temperature,15.06583825132065,0
8941,Backhoe_Loader,39:51.6,Engine Temperature,-68.31798684,0
7466,Backhoe_Loader,33:51.6,Engine Temperature,57.46499224585988,0
3059,Backhoe_Loader,28:51.6,Engine Temperature,122.75249599665557,0
5997,Backhoe_Loader,17:51.6,Engine Temperature,-124.6403431,0
5690,Backhoe_Loader,12:51.6,Engine Temperature,39.97927184202102,0
6135,Backhoe_Loader,04:51.6,Engine Temperature,20.410348825691006,0
7497,Backhoe_Loader,42:51.6,Engine Temperature,-96.57702801,0
3560,Backhoe_Loader,38:51.6,Engine Temperature,122.30058902925349,0
8309,Backhoe_Loader,37:51.6,Engine Temperature,-55.35996773,0
6850,Backhoe_Loader,15:51.6,Engine Temperature,109.10706043159352,0
5799,Backhoe_Loader,06:51.6,Engine Temperature,-68.32153166,0
9433,Backhoe_Loader,04:51.6,Engine Temperature,173.37989281031372,0
2296,Backhoe_Loader,51:51.6,Engine Temperature,1.8926911486342457,0
1043,Backhoe_Loader,28:51.6,Engine Temperature,242.40333883198298,0
3459,Backhoe_Loader,18:51.6,Engine Temperature,156.28711961597006,0
6427,Backhoe_Loader,11:51.6,Engine Temperature,78.80697926446271,0
5333,Backhoe_Loader,50:51.6,Engine Temperature,-109.0272997,0
1804,Backhoe_Loader,44:51.6,Engine Temperature,-63.12350851,0
5490,Backhoe_Loader,38:51.6,Engine Temperature,7.0746568586596865,0
8997,Backhoe_Loader,45:51.6,Engine Temperature,-163.3024822,0
5421,Backhoe_Loader,09:51.6,Engine Temperature,95.36242209642371,0
5572,Backhoe_Loader,05:51.6,Engine Temperature,204.06166396549054,0
6251,Backhoe_Loader,37:51.6,Engine Temperature,195.21740336882073,0
2156,Backhoe_Loader,29:51.6,Engine Temperature,-67.84532474,0
8383,Backhoe_Loader,19:51.6,Engine Temperature,-62.38627738,0
1493,Backhoe_Loader,15:51.6,Engine Temperature,42.67866672189031,0
1111,Backhoe_Loader,07:51.6,Engine Temperature,-81.37348416,0
3131,Backhoe_Loader,54:51.6,Engine Temperature,-17.21056141,0
7233,Backhoe_Loader,36:51.6,Engine Temperature,-182.9235104,0
5839,Backhoe_Loader,29:51.6,Engine Temperature,24.46767402452426,0
5889,Backhoe_Loader,17:51.6,Engine Temperature,98.46883654,0
8816,Backhoe_Loader,10:51.6,Engine Temperature,-184.0759981,0
4891,Backhoe_Loader,07:51.6,Engine Temperature,-21.07413265,0
8223,Backhoe_Loader,05:51.6,Engine Temperature,-249.9728934,0
2316,Backhoe_Loader,53:51.6,Engine Temperature,-187.0281665,0
6348,Backhoe_Loader,43:51.6,Engine Temperature,181.39760769161174,0
6375,Backhoe_Loader,27:51.6,Engine Temperature,64.95270913389884,0
4705,Backhoe_Loader,20:51.6,Engine Temperature,-57.54155072,0
5459,Backhoe_Loader,10:51.6,Engine Temperature,125.0999070380401,0
3816,Backhoe_Loader,50:51.6,Engine Temperature,92.45588903590728,0
3893,Backhoe_Loader,23:51.6,Engine Temperature,172.14032947845462,0
6486,Backhoe_Loader,22:51.6,Engine Temperature,32.265056481554005,0
5333,Backhoe_Loader,44:51.6,Engine Temperature,-187.6138009,0
2220,Backhoe_Loader,16:51.6,Engine Temperature,111.7926542675215,0
4917,Backhoe_Loader,15:51.6,Engine Temperature,47.91179585705285,0
7796,Backhoe_Loader,03:51.6,Engine Temperature,-46.43271303,0
3562,Backhoe_Loader,59:51.6,Engine Temperature,-55.41178509,0
8709,Backhoe_Loader,48:51.6,Engine Temperature,-49.76972591,0
2009,Backhoe_Loader,27:51.6,Engine Temperature,-17.29433149,0
2907,Backhoe_Loader,17:51.6,Engine Temperature,118.59209446282316,0
7683,Backhoe_Loader,41:51.6,Engine Temperature,62.196182803070975,0
1627,Backhoe_Loader,33:51.6,Engine Temperature,73.12364596,0
5910,Backhoe_Loader,57:51.6,Engine Temperature,73.31298565,0
6726,Backhoe_Loader,47:51.6,Engine Temperature,66.06445008,0
4452,Backhoe_Loader,45:51.6,Engine Temperature,65.05000600740554,0
9781,Backhoe_Loader,29:51.6,Engine Temperature,175.29492937022417,0
5416,Backhoe_Loader,01:51.6,Engine Temperature,-21.89046767,0
2525,Backhoe_Loader,54:51.6,Engine Temperature,-159.1771352,0
4440,Backhoe_Loader,22:51.6,Engine Temperature,85.09992160405886,0
3547,Backhoe_Loader,50:51.6,Engine Temperature,113.62506922047926,0
9653,Backhoe_Loader,44:51.6,Engine Temperature,45.34877166392787,0
6954,Backhoe_Loader,41:51.6,Engine Temperature,56.04089640097742,0
9536,Backhoe_Loader,45:51.6,Engine Temperature,252.4935896645066,0
8304,Backhoe_Loader,29:51.6,Engine Temperature,148.53824890772228,0
3759,Backhoe_Loader,01:51.6,Engine Temperature,67.25226057667963,0
3582,Backhoe_Loader,57:51.6,Engine Temperature,128.2042162199233,0
9534,Backhoe_Loader,53:51.6,Engine Temperature,-14.54753729,0
4361,Backhoe_Loader,43:51.6,Engine Temperature,-29.97418569,0
2346,Backhoe_Loader,31:51.6,Engine Temperature,-74.11475425,0
4110,Backhoe_Loader,06:51.6,Engine Temperature,-78.9764991,0
7867,Backhoe_Loader,52:51.6,Engine Temperature,-44.20155542,0
1244,Backhoe_Loader,59:51.6,Engine Temperature,-133.7167188,0
7484,Backhoe_Loader,53:51.6,Engine Temperature,-34.69932181,0
1831,Backhoe_Loader,41:51.6,Engine Temperature,-162.8996833,0
6711,Backhoe_Loader,56:51.6,Engine Temperature,13.744316908902803,0
2311,Backhoe_Loader,27:51.6,Engine Temperature,-223.265086,0
7636,Backhoe_Loader,50:51.6,Engine Temperature,62.36309749376723,0
3581,Backhoe_Loader,49:51.6,Engine Temperature,-36.40020215,0
2252,Backhoe_Loader,20:51.6,Engine Temperature,-126.9451702,0
1475,Backhoe_Loader,57:51.6,Engine Temperature,90.53413666545502,0
5573,Backhoe_Loader,12:51.6,Engine Temperature,78.11695096802791,0
3003,Backhoe_Loader,03:51.6,Engine Temperature,111.09078008704638,0
3692,Backhoe_Loader,07:51.6,Engine Temperature,15.707830408535015,0
4146,Backhoe_Loader,51:51.6,Engine Temperature,-34.8715836,0
2788,Backhoe_Loader,08:51.6,Engine Temperature,-154.5371618,0
5268,Backhoe_Loader,49:51.6,Engine Temperature,-111.2172596,0
9023,Backhoe_Loader,39:51.6,Engine Temperature,-64.36618066,0
2600,Backhoe_Loader,35:51.6,Engine Temperature,44.20399501253747,0
8831,Backhoe_Loader,31:51.6,Engine Temperature,-90.37604542,0
5594,Backhoe_Loader,55:51.6,Engine Temperature,113.10255803179352,0
8701,Backhoe_Loader,38:51.6,Engine Temperature,28.20661092937901,0
4905,Backhoe_Loader,32:51.6,Engine Temperature,7.008963415636586,0
3159,Backhoe_Loader,57:51.6,Engine Temperature,46.28210738909097,0
1063,Backhoe_Loader,54:51.6,Engine Temperature,209.21910095117147,0
7798,Backhoe_Loader,38:51.6,Engine Temperature,-35.52401944,0
2253,Backhoe_Loader,26:51.6,Engine Temperature,-274.4388178,0
6746,Backhoe_Loader,23:51.6,Engine Temperature,171.0552965383376,0
1422,Backhoe_Loader,19:51.6,Engine Temperature,110.3212584611678,0
5989,Backhoe_Loader,04:51.6,Engine Temperature,-41.02401318,0
5398,Backhoe_Loader,32:51.6,Engine Temperature,-140.5998786,0
9978,Backhoe_Loader,29:51.6,Engine Temperature,-80.90939364,0
2515,Backhoe_Loader,23:51.6,Engine Temperature,82.17051111,0
1329,Backhoe_Loader,08:51.6,Engine Temperature,135.44829108091682,0
9598,Backhoe_Loader,11:51.6,Engine Temperature,19.845761249445253,0
5593,Backhoe_Loader,49:51.6,Engine Temperature,-46.79373131,0
2830,Backhoe_Loader,33:51.6,Engine Temperature,133.02110631131336,0
1614,Backhoe_Loader,27:51.6,Engine Temperature,-156.8022284,0
9622,Backhoe_Loader,26:51.6,Engine Temperature,-145.8901453,0
7860,Backhoe_Loader,11:51.6,Engine Temperature,-122.943213,0
5668,Backhoe_Loader,01:51.6,Engine Temperature,46.257856024235025,0
4195,Backhoe_Loader,57:51.6,Engine Temperature,-22.24512318,0
5579,Backhoe_Loader,53:51.6,Engine Temperature,-60.6498417,0
2326,Backhoe_Loader,49:51.6,Engine Temperature,79.18269368632689,0
3365,Backhoe_Loader,08:51.6,Engine Temperature,-2.01446796,0
9689,Backhoe_Loader,36:51.6,Engine Temperature,138.93246609662978,0
1960,Backhoe_Loader,04:51.6,Engine Temperature,-93.66789153,0
3033,Backhoe_Loader,25:51.6,Engine Temperature,-93.19769844,0
4720,Backhoe_Loader,22:51.6,Engine Temperature,162.79600438416207,0
8339,Backhoe_Loader,09:51.6,Engine Temperature,31.02454891,0
5975,Backhoe_Loader,08:51.6,Engine Temperature,97.03319074639592,0
6098,Backhoe_Loader,53:51.6,Engine Temperature,-42.48188064,0
8725,Backhoe_Loader,30:51.6,Engine Temperature,-62.40015173,0
2086,Backhoe_Loader,53:51.6,Engine Temperature,242.71606227382375,0
1451,Backhoe_Loader,21:51.6,Engine Temperature,-7.48778945,0
4398,Backhoe_Loader,10:51.6,Engine Temperature,-86.70954906,0
9678,Backhoe_Loader,59:51.6,Engine Temperature,58.23153836753336,0
4829,Backhoe_Loader,54:51.6,Engine Temperature,64.54913020453652,0
3389,Backhoe_Loader,01:51.6,Engine Temperature,-9.228061798,0
8000,Backhoe_Loader,24:51.6,Engine Temperature,381.74193565170486,0
5060,Backhoe_Loader,18:51.6,Engine Temperature,-9.841093313,0
2405,Backhoe_Loader,15:51.6,Engine Temperature,-44.50156687,0
9679,Backhoe_Loader,13:51.6,Engine Temperature,58.23695776752742,0
7216,Backhoe_Loader,11:51.6,Engine Temperature,57.12445546050691,0
2094,Backhoe_Loader,52:51.6,Engine Temperature,48.80281172548152,0
2562,Backhoe_Loader,41:51.6,Engine Temperature,-19.68380811,0
8615,Backhoe_Loader,06:51.6,Engine Temperature,67.43719058555088,0
4972,Backhoe_Loader,58:51.6,Engine Temperature,19.51942813953984,0
7546,Backhoe_Loader,37:51.6,Engine Temperature,79.21627624789471,0
6923,Backhoe_Loader,27:51.6,Engine Temperature,255.28057133531777,0
1451,Backhoe_Loader,01:51.6,Engine Temperature,-2.395952713,0
1223,Backhoe_Loader,54:51.6,Engine Temperature,10.235295463247308,0
1835,Backhoe_Loader,48:51.6,Engine Temperature,-225.116402,0
2013,Backhoe_Loader,33:51.6,Engine Temperature,55.48344656925024,0
6819,Backhoe_Loader,28:51.6,Engine Temperature,-94.23819212,0
8813,Backhoe_Loader,21:51.6,Engine Temperature,120.3046578084491,0
4193,Backhoe_Loader,12:51.6,Engine Temperature,-5.797572798,0
9476,Backhoe_Loader,03:51.6,Engine Temperature,110.81649943291762,0
6658,Backhoe_Loader,56:51.6,Engine Temperature,-27.52899057,0
8529,Backhoe_Loader,33:51.6,Engine Temperature,68.48987498694208,0
7514,Backhoe_Loader,31:51.6,Engine Temperature,18.60091779389133,0
5317,Backhoe_Loader,29:51.6,Engine Temperature,-141.9169626,0
8742,Backhoe_Loader,45:51.6,Engine Temperature,-102.9541058,0
4743,Backhoe_Loader,36:51.6,Engine Temperature,86.80434831118589,0
2455,Backhoe_Loader,26:51.6,Engine Temperature,62.918697326506226,0
2412,Backhoe_Loader,19:51.6,Engine Temperature,-90.84067994,0
9391,Backhoe_Loader,18:51.6,Engine Temperature,-75.58649039,0
8918,Backhoe_Loader,07:51.6,Engine Temperature,-215.9929841,0
6411,Backhoe_Loader,33:51.6,Engine Temperature,-131.4832953,0
2661,Backhoe_Loader,26:51.6,Engine Temperature,142.1783633617647,0
8654,Backhoe_Loader,05:51.6,Engine Temperature,69.26037328846195,0
6405,Backhoe_Loader,02:51.6,Engine Temperature,-16.07910701,0
8780,Backhoe_Loader,23:51.6,Engine Temperature,-79.64193103,0
1459,Backhoe_Loader,17:51.6,Engine Temperature,-73.01378875,0
5883,Backhoe_Loader,06:51.6,Engine Temperature,-23.99951159,0
1857,Backhoe_Loader,41:51.6,Engine Temperature,92.21282122692654,0
9280,Backhoe_Loader,35:51.6,Engine Temperature,156.1957705225713,0
6359,Backhoe_Loader,31:51.6,Engine Temperature,-84.13070882,0
9382,Backhoe_Loader,11:51.6,Engine Temperature,282.88151478695346,0
3846,Backhoe_Loader,09:51.6,Engine Temperature,-241.6054932,0
4507,Backhoe_Loader,01:51.6,Engine Temperature,-202.8165573,0
2598,Backhoe_Loader,53:51.6,Engine Temperature,-59.03049194,0
2049,Backhoe_Loader,35:51.6,Engine Temperature,-289.6362813,0
1859,Backhoe_Loader,12:51.6,Engine Temperature,25.127799351433882,0
7132,Backhoe_Loader,54:51.6,Engine Temperature,-96.15415159,0
4324,Backhoe_Loader,44:51.6,Engine Temperature,-72.48038573,0
2681,Backhoe_Loader,38:51.6,Engine Temperature,30.051015611816705,0
8150,Backhoe_Loader,30:51.6,Engine Temperature,-55.69849424,0
3662,Backhoe_Loader,28:51.6,Engine Temperature,-54.96955703,0
8165,Backhoe_Loader,45:51.6,Engine Temperature,-54.02729973,0
2581,Backhoe_Loader,41:51.6,Engine Temperature,26.417279841682763,0
3175,Backhoe_Loader,22:51.6,Engine Temperature,39.67000500258937,0
6244,Backhoe_Loader,58:51.6,Engine Temperature,-38.2934097,0
4541,Backhoe_Loader,19:51.6,Engine Temperature,-153.2149716,0
3928,Backhoe_Loader,12:51.6,Engine Temperature,-90.48798487,0
7803,Backhoe_Loader,10:51.6,Engine Temperature,-99.94381875,0
2766,Backhoe_Loader,09:51.6,Engine Temperature,-267.4893067,0
4093,Backhoe_Loader,15:51.6,Engine Temperature,-64.97463952,0
3000,Backhoe_Loader,55:51.6,Engine Temperature,138.5403352501304,0
2480,Backhoe_Loader,43:51.6,Engine Temperature,147.0330996880655,0
1421,Backhoe_Loader,21:51.6,Engine Temperature,110.80114407935464,0
7207,Backhoe_Loader,13:51.6,Engine Temperature,-36.85339123,0
3798,Backhoe_Loader,38:51.6,Engine Temperature,-152.4336306,0
5436,Backhoe_Loader,33:51.6,Engine Temperature,-78.58340693,0
9557,Backhoe_Loader,18:51.6,Engine Temperature,22.197461627360983,0
5621,Backhoe_Loader,57:51.6,Engine Temperature,22.89531357047055,0
2938,Backhoe_Loader,26:51.6,Engine Temperature,-20.11869552,0
8440,Backhoe_Loader,17:51.6,Engine Temperature,74.44825890230561,0
3194,Backhoe_Loader,15:51.6,Engine Temperature,14.724177343202607,0
2538,Backhoe_Loader,09:51.6,Engine Temperature,-3.387015209,0
4756,Backhoe_Loader,06:51.6,Engine Temperature,77.82228158465115,0
3200,Backhoe_Loader,53:51.6,Engine Temperature,86.27145918164307,0
8938,Backhoe_Loader,46:51.6,Engine Temperature,62.56577876396937,0
6334,Backhoe_Loader,39:51.6,Engine Temperature,-151.5568565,0
3278,Backhoe_Loader,28:51.6,Engine Temperature,-196.8590975,0
4938,Backhoe_Loader,45:51.6,Engine Temperature,126.47809708406979,0
8350,Backhoe_Loader,39:51.6,Engine Temperature,66.00995232660894,0
7207,Backhoe_Loader,36:51.6,Engine Temperature,-21.22465085,0
7087,Backhoe_Loader,14:51.6,Engine Temperature,-38.17997568,0
4769,Backhoe_Loader,07:51.6,Engine Temperature,-128.6158558,0
6625,Backhoe_Loader,39:51.6,Engine Temperature,-62.29122075,0
5179,Backhoe_Loader,59:51.6,environmental humidity,70.36031570892136,1
9021,Backhoe_Loader,49:51.6,environmental humidity,-131.5404027,1
8190,Backhoe_Loader,17:51.6,environmental humidity,-95.58899419,1
6364,Backhoe_Loader,17:51.6,environmental humidity,76.99093070927296,1
4887,Backhoe_Loader,37:51.6,environmental humidity,112.58160469862676,1
1087,Backhoe_Loader,15:51.6,environmental humidity,102.78740549458627,1
4657,Backhoe_Loader,13:51.6,environmental humidity,1.6492078922163027,1
6634,Backhoe_Loader,17:51.6,environmental humidity,-48.74378101,1
8095,Backhoe_Loader,47:51.6,environmental humidity,138.9501580016472,1
9433,Backhoe_Loader,54:51.6,environmental humidity,-11.98915685,1
3306,Backhoe_Loader,02:51.6,environmental humidity,-175.4649125,1
4833,Backhoe_Loader,41:51.6,environmental humidity,-294.0384511,1
7442,Backhoe_Loader,13:51.6,environmental humidity,-104.0245804,1
3864,Backhoe_Loader,35:51.6,environmental humidity,-80.51035052,1
9881,Backhoe_Loader,12:51.6,environmental humidity,198.53711481149324,1
8041,Backhoe_Loader,33:51.6,environmental humidity,117.06559389481777,1
1113,Backhoe_Loader,13:51.6,environmental humidity,-26.03945022,1
9191,Backhoe_Loader,22:51.6,environmental humidity,6.0045866957547185,1
2567,Backhoe_Loader,08:51.6,environmental humidity,-5.431074135,1
1923,Backhoe_Loader,18:51.6,environmental humidity,-190.9603355,1
1189,Backhoe_Loader,28:51.6,environmental humidity,-128.9748159,1
9522,Backhoe_Loader,17:51.6,environmental humidity,-70.66564493,1
4708,Backhoe_Loader,31:51.6,environmental humidity,35.83532447576451,1
7542,Backhoe_Loader,42:51.6,environmental humidity,-23.99108731,1
4269,Backhoe_Loader,08:51.6,environmental humidity,-143.2310115,1
5402,Backhoe_Loader,54:51.6,environmental humidity,-141.165465,1
8847,Backhoe_Loader,29:51.6,environmental humidity,1.5323557130033196,1
9659,Backhoe_Loader,14:51.6,environmental humidity,137.70028644117954,1
4891,Backhoe_Loader,10:51.6,environmental humidity,-98.65761276,1
5106,Backhoe_Loader,54:51.6,environmental humidity,-74.15358592,1
4540,Backhoe_Loader,09:51.6,environmental humidity,-70.99289976,1
8930,Backhoe_Loader,28:51.6,environmental humidity,87.13340740631028,1
9754,Backhoe_Loader,26:51.6,environmental humidity,-123.5775044,1
3852,Backhoe_Loader,53:51.6,environmental humidity,63.69126203,1
7975,Backhoe_Loader,41:51.6,environmental humidity,86.40728230899454,1
2918,Backhoe_Loader,23:51.6,environmental humidity,-48.17127449,1
1116,Backhoe_Loader,42:51.6,environmental humidity,-34.20593719,1
1032,Backhoe_Loader,14:51.6,environmental humidity,-0.186109151,1
9205,Backhoe_Loader,35:51.6,environmental humidity,-148.4227443,0
4611,Backhoe_Loader,01:51.6,environmental humidity,-34.76718817,0
5813,Backhoe_Loader,38:51.6,environmental humidity,40.72009060272588,0
2626,Backhoe_Loader,35:51.6,environmental humidity,-89.08235874,0
8015,Backhoe_Loader,16:51.6,environmental humidity,-9.621632116,0
2334,Backhoe_Loader,14:51.6,environmental humidity,-67.69079428,0
5866,Backhoe_Loader,42:51.6,environmental humidity,35.3770709,0
9859,Backhoe_Loader,26:51.6,environmental humidity,79.29103664761467,0
